,smiles,化合物结构,化合物结构,阳性菌 MIC (μg/mL),,,,,阴性菌 MIC (μg/mL),,,,细胞毒性,期刊名、卷、页码,文献原始数据截图,备注,,
,[H]C1=C(Cl)C([H])=C(N2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,[H]C1=C(Cl)C([H])=C(N2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,"5c R1=H,R2=Cl,R3=H",,,,,,8.44,,,,中毒,,,,,
,[H]C1=C(Cl)C=CC(N2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)=C1[H],[H]C1=C(Cl)C=CC(N2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)=C1[H],"5d R1=H,R2=H,R3=Cl",,,,,,8.11,,,,微毒,,,,,
,[H]C1=C(C(Br)=C(C=C1)N2C=C(N=N2)COC3=CC=C(C=C3)C4=NC5=CC=CC=C5S4)[H],[H]C1=C(C(Br)=C(C=C1)N2C=C(N=N2)COC3=CC=C(C=C3)C4=NC5=CC=CC=C5S4)[H],"5e R1=Br,R2=H,R3=H",,,,,,8.06,,,,中毒,,,,,
,[H]C1=C(C([H])=C(C=C1)N2C=C(N=N2)COC3=CC=C(C=C3)C4=NC5=CC=CC=C5S4)Br,[H]C1=C(C([H])=C(C=C1)N2C=C(N=N2)COC3=CC=C(C=C3)C4=NC5=CC=CC=C5S4)Br,"5f R1=H,R2=Br,R3=H",,,,,,8.54,,,,中毒,,,,,
,,,,,,,,,,,,,,,,,,
,[H]C1=C([H])C([H])=C(CN2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,[H]C1=C([H])C([H])=C(CN2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,"5k R1=H,R2=H,R3=H",,,,,,9.4,,,,中毒,,,,,
,[H]C1=C(Cl)C([H])=C(CN2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,[H]C1=C(Cl)C([H])=C(CN2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,"5n R1=H,R2=Cl,R3=H",,,,,,8.02,,,,中毒,,,,,
,BrC1=C(C([H])=C(C=C1)CN2C=C(N=N2)COC3=CC=C(C=C3)C4=NC5=CC=CC=C5S4)[H],BrC1=C(C([H])=C(C=C1)CN2C=C(N=N2)COC3=CC=C(C=C3)C4=NC5=CC=CC=C5S4)[H],"5o R1=H,R2=H,R3=Br",,,,,,9.25,,,,中毒,,,,,
,,,,,,,,,,,,,,,,,,
,[H]C1=C(Cl)C([H])=C(NC(=O)CN2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,[H]C1=C(Cl)C([H])=C(NC(=O)CN2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,"5q R1=H,R2=Cl,R3=H",,,,,,10.62,,,,中毒,,,,,
1075,,,,S. aureus ,B. cereus ,,,,E. coli ,P. aeruginosa ,,,,"Natural Product Research, 2023, 37(16): 2662-2671.",,,,
,,,,>1600,1600,,,,800,1600,,,中毒,,,,,
,,,,1600,800,,,,1600,1600,,,中毒,,,,,
,,,,1600,>1600,,,,800,400,,,中毒,,,,,
,,,,,,,,,,,,,,,,,,
,,,,800,50,,,,400,200,,,中毒,,,,,
,,,,800,200,,,,800,400,,,中毒,,,,,
,,,,1600,100,,,,800,400,,,中毒,,,,,
1166,,,,S. aureus ,,,,,E. coli ,,,,,"Journal of Inorganic Biochemistry, 2005, 99(8): 1646-1652",,,,
,,,C27H21N3O2Sn,0.10±0.03,,,,,29.26±0.53,,,,高毒,,,,,
,,,C27H39N3O2Sn,0.25±0.02,,,,,13.50±0.44,,,,高毒,,,,,
,,,C39H45N3O2Sn,2.82±0.09,,,,,16.34±0.37,,,,高毒,,,,,
1175,,,,S.aureus,E.faecalis,,,,E.coli,P.aeruginosa,S.boydii,K pneumoniae,,"European journal of medicinal chemistry, 2016, 113: 34-49.",,,,
,COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=C(C=C4Cl)F)=O,COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=C(C=C4Cl)F)=O,,6.25,6.25,,,,12.5,12.5,12.5,25,高毒,,,,,
,COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OCC3=CN(C4=CC=C(F)C(Cl)=C4)N=N3)C(OC)=C2)C(O)=C1,COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OCC3=CN(C4=CC=C(F)C(Cl)=C4)N=N3)C(OC)=C2)C(O)=C1,,>100,50,,,,50,100,25,>100,高毒,,,,,
,COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OCC3=CN(C4=CC=C(F)C=C4F)N=N3)C(OC)=C2)C(O)=C1,COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OCC3=CN(C4=CC=C(F)C=C4F)N=N3)C(OC)=C2)C(O)=C1,,12.5,12.5,,,,6.25,12.5,6.25,12.5,高毒,,,,,
,COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=CC=C4Cl)=O,COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=CC=C4Cl)=O,,12.5,6.25,,,,6.25,12.5,6.25,100,高毒,,,,,
,COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=C(C=C4)Cl)=O,COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=C(C=C4)Cl)=O,,>100,>100,,,,>100,>100,>100,,高毒,,,,,
,COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=C(C=C4Cl)F)=C2)OC)=O,COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=C(C=C4Cl)F)=C2)OC)=O,,100,>100,,,,>100,>100,>100,>100,高毒,,,,,
,COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=C(C(Cl)=C4)F)=C2)OC)=O,COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=C(C(Cl)=C4)F)=C2)OC)=O,,>100,100,,,,100,>100,>100,>100,高毒,,,,,
,COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OC)C(OCC3=CN(C4=CC=C(F)C=C4F)N=N3)=C2)C(O)=C1,COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OC)C(OCC3=CN(C4=CC=C(F)C=C4F)N=N3)=C2)C(O)=C1,,100,25,,,,50,>100,12.5,>100,高毒,,,,,
,COC1=CC(OC)=C(C(O)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=CC=C4Cl)=C2)OC)=O,COC1=CC(OC)=C(C(O)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=CC=C4Cl)=C2)OC)=O,,25,25,,,,50,100,12.5,>100,高毒,,,,,
,COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OC)C(OCC3=CN(C4=CC=C(Cl)C=C4)N=N3)=C2)C(O)=C1,COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OC)C(OCC3=CN(C4=CC=C(Cl)C=C4)N=N3)=C2)C(O)=C1,,>100,100,,,,100,>100,>100,>100,中毒,,,,,
,COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C=C5Cl)N=N4)C(OC)=C3)OC2=C1,COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C=C5Cl)N=N4)C(OC)=C3)OC2=C1,,50,>100,,,,50,>100,50,>100,高毒,,,,,
,COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C(Cl)=C5)N=N4)C(OC)=C3)OC2=C1,COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C(Cl)=C5)N=N4)C(OC)=C3)OC2=C1,,>100,>100,,,,>100,>100,>100,>100,高毒,,,,,
,COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C=C5F)N=N4)C(OC)=C3)OC2=C1,COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C=C5F)N=N4)C(OC)=C3)OC2=C1,,>100,>100,,,,>100,>100,>100,>100,高毒,,,,,
,COC1=CC(OC)=C2C(C=C(OC2=C1)C3=CC=C(C(OC)=C3)OCC4=CN(N=N4)C5=CC=CC=C5Cl)=O,COC1=CC(OC)=C2C(C=C(OC2=C1)C3=CC=C(C(OC)=C3)OCC4=CN(N=N4)C5=CC=CC=C5Cl)=O,,50,50,,,,100,50,>100,100,中毒,,,,,
,COC1=CC(OC)=C2C(C=C(OC2=C1)C3=CC=C(C(OC)=C3)OCC4=CN(N=N4)C5=CC=C(C=C5)Cl)=O,COC1=CC(OC)=C2C(C=C(OC2=C1)C3=CC=C(C(OC)=C3)OCC4=CN(N=N4)C5=CC=C(C=C5)Cl)=O,,>100,100,,,,>100,>100,>100,>100,高毒,,,,,
1180,,,,S.aureus,,,,,,,,,,"European Journal of Medicinal Chemistry, 2018, 157: 1056-1067.",,,,
,,,7a R`=3-Cl,0.5,,,,,,,,,中毒,,,,,
,,,7b R`=4Cl,0.5,,,,,,,,,中毒,,,,,
,,,7c R`=3-CH3,0.5,,,,,,,,,中毒,,,,,
,,,,,,,,,,,,,,,,,,
,,,9a R`=H,0.5,,,,,,,,,中毒,,,,,
2975,,,,,B.subtilis,,,,E.coli,,,,,"Molecules, 2023, 28(16): 6007.",,,,
,[H]C1=C(C=C(C=C1)N2C(SCC(NC3=CC=CC=C3)=O)=NN=C2C4=CC5=CC(Br)=CC=C5O4)[H],[H]C1=C(C=C(C=C1)N2C(SCC(NC3=CC=CC=C3)=O)=NN=C2C4=CC5=CC(Br)=CC=C5O4)[H],10a R1=R2=R3=H,,Nd,,,,1.80±0.25,,,,高毒,,,,,
,[H]C1=C([H])C=C(N2C(SCC(=O)NC3=CC(C)=C(C)C=C3)=NN=C2C2=CC3=CC(Br)=CC=C3O2)C=C1,[H]C1=C([H])C=C(N2C(SCC(=O)NC3=CC(C)=C(C)C=C3)=NN=C2C2=CC3=CC(Br)=CC=C3O2)C=C1,"10b R1=R2=H,R3=3,4-CH3",,1.25±0.60,,,,3.8±2.1,,,,高毒,,,,,
,[H]C1=C(C=C(C=C1)N2C(SCC(NC3=CC=C(C=C3)[N+]([O-])=O)=O)=NN=C2C4=CC5=CC(Br)=CC=C5O4)[H],[H]C1=C(C=C(C=C1)N2C(SCC(NC3=CC=C(C=C3)[N+]([O-])=O)=O)=NN=C2C4=CC5=CC(Br)=CC=C5O4)[H],"10c R1=R2=H,R3=4-NO2",,nd,,,,2.5±0.70,,,,高毒,,,,,
,COC1=CC(NC(=O)CSC2=NN=C(C3=CC4=CC(Br)=CC=C4O3)N2C2=CC(Cl)=C(Cl)C=C2)=C(OC)C=C1,COC1=CC(NC(=O)CSC2=NN=C(C3=CC4=CC(Br)=CC=C4O3)N2C2=CC(Cl)=C(Cl)C=C2)=C(OC)C=C1,"10d R1=R2=Cl,R3=2,5-OCH3",,9.25±1.25,,,,16±1.00,,,,高毒,,,,,
,ClC1=C(C=C(C=C1)NC(CSC2=NN=C(N2C3=CC(Cl)=C(C=C3)Cl)C4=CC5=CC(Br)=CC=C5O4)=O)Cl,ClC1=C(C=C(C=C1)NC(CSC2=NN=C(N2C3=CC(Cl)=C(C=C3)Cl)C4=CC5=CC(Br)=CC=C5O4)=O)Cl,"10e R1=R2=Cl,R3=3,4-Cl",,14±1.80,,,,2.5±1.40,,,,高毒,,,,,
1265,,,,,MicrococcusluteusMTCC2470.,StaphylococcusaureusMTCC96., StaphylococcusaureusMLS-16MTCC2940.,BacillussubtilisMTCC121.,,EscherichiacoliMTCC739.,PseudomonasaeruginosaMTCC2453., KlebsiellaplanticolaMTCC530.,,Bioorganic & Medicinal Chemistry Letters 24 (2014) 2905–2908,,"Micrococcus luteus
  MTCC   2470","StaphylococCus aureus
   MTCC   96","Staphylococcus aureus MLS16
    MTCC   2940"
,NC1=NC(OCC2=CN(C3=NNC4=NC(C(F)(F)F)=CC=C43)N=N2)=CC(C(F)(F)F)=N1,NC1=NC(OCC2=CN(C3=NNC4=NC(C(F)(F)F)=CC=C43)N=N2)=CC(C(F)(F)F)=N1,"7, H",,7.8,15.6,15.6,15.6,,7.8,7.8,15.6,中毒,,,7.8±0.11,7.8±0.22,7.8±0.21
,NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CC)=CC(C(F)(F)F)=N1,NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CC)=CC(C(F)(F)F)=N1,"9a, CH₂CH₂—",,>250,>250,>250,>250,,>250,>250,>250,中毒,,,,,
,NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)COC(CC)=O)=CC(C(F)(F)F)=N1,NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)COC(CC)=O)=CC(C(F)(F)F)=N1,"9b, CH₃CH₂OC(O)CH₂—",,>250,15.6,7.8,15.6,,15.6,15.6,7.8,高毒,,,7.8±0.22,3.9±0.19,7.8±0.32
,NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CC=C)=CC(C(F)(F)F)=N1,NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CC=C)=CC(C(F)(F)F)=N1,"9c, CH₂=CH-CH₂—",,7.8,>250,>250,>250,,>250,>250,>250,,,,,,
,NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CC#C)=CC(C(F)(F)F)=N1,NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CC#C)=CC(C(F)(F)F)=N1,"9d, HC≡C-CH₂—",,>250,>250,>250,>250,,>250,>250,>250,高毒,,,,,
,NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CCCCCCCC)=CC(C(F)(F)F)=N1,NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CCCCCCCC)=CC(C(F)(F)F)=N1,"9e, CH₂(CH₂)₆CH₂—",,>250,>250,>250,>250,,>250,>250,>250,高毒,,,,,
,NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CCCCCCC)=CC(C(F)(F)F)=N1,NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CCCCCCC)=CC(C(F)(F)F)=N1,"9f, CH₂(CH₂)₅CH₂—",,15.6,7.8,7.8,15.6,,7.8,7.8,7.8,高毒,,,3.9±0.14,7.8±0.36,3.9±0.18
,NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CCC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)F)F)=CC(C(F)(F)F)=N1,NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CCC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)F)F)=CC(C(F)(F)F)=N1,"9g, CF₃(CF₂)₇CH₂CH₂—",,>250,>250,>250,>250,,>250,>250,>250,中毒,,,,,
